,is_fraud
598604,1
776451,1
114069,0
50266,1
1219009,1
979046,1
1098433,0
531246,1
1161300,1
827310,1
679767,1
863694,0
387490,1
522805,0
276442,0
1145861,0
349364,1
360424,0
687551,0
353503,1
26546,1
647725,1
1035506,0
1228551,0
341783,1
301401,1
517329,0
86078,1
258453,1
165709,0
126077,1
371768,0
1118819,1
600452,0
298787,0
805621,0
936896,1
451424,0
135994,1
629060,0
26649,1
217125,0
113889,1
228759,0
1278531,1
432157,1
381275,0
78768,0
78331,1
289177,0
584335,1
637148,0
453737,0
258455,1
85819,0
1289199,1
309991,1
265157,1
405623,0
336645,0
343584,0
984936,1
673726,1
160845,0
814769,1
1183689,0
39443,0
1203408,0
708181,1
505711,1
626044,1
494643,1
721316,1
1290569,1
790387,0
673199,1
7746,0
368623,1
174419,0
388219,1
264598,0
715564,1
625504,1
213070,1
166987,0
356794,1
1183985,1
1103927,0
1135118,1
923215,0
820381,0
309787,1
534446,1
132102,1
303582,0
55417,1
130063,1
915647,0
258185,1
385968,1
1257286,1
395989,1
282237,1
279123,0
151449,1
361327,0
453481,0
90056,1
623551,0
208602,1
15524,1
1140998,0
740002,1
745698,0
964631,0
212966,0
663642,1
427295,0
42537,1
158980,0
1132843,1
624030,0
215900,1
1015368,0
135278,1
1205800,1
1131229,1
802734,1
900920,0
99994,1
927989,0
409869,1
515638,0
373171,1
335716,0
121853,0
724005,1
152041,0
214406,0
945212,1
1164144,1
1040490,1
432709,1
635674,1
1154485,0
218865,0
76277,1
1169523,0
272689,0
404351,0
239854,1
523694,0
931069,1
215843,1
842231,0
1164408,0
915524,1
1134193,0
762413,0
75530,1
965070,1
66035,1
1013085,1
936887,1
469021,1
545126,0
987732,1
492026,1
502393,1
538783,0
453041,0
234236,1
541065,0
365628,0
1275167,1
1065921,1
579985,0
1050970,1
900537,1
233941,0
109363,0
356960,0
180421,0
331886,0
119910,1
40424,0
59779,0
624289,1
493966,0
442126,1
322152,0
405509,1
143058,0
947707,1
1025301,0
466344,1
46615,0
974676,1
138373,0
2553,1
692162,1
245097,1
7879,0
220025,0
23620,0
466746,1
1019558,1
577754,1
453617,1
674518,0
873187,1
57550,0
358976,0
1223673,0
1002748,1
145169,0
469302,0
95821,1
554340,1
558020,1
1269203,0
441524,0
200268,1
259778,1
446842,0
30870,1
183528,1
310765,0
1173042,1
284106,1
410593,0
288406,0
184948,0
195377,0
1239195,0
657387,1
88596,0
1288375,1
305250,1
1219543,1
917805,0
418396,0
395795,1
516803,0
237208,1
244999,0
26321,1
200745,1
938158,0
74891,1
455480,1
452067,0
167875,1
470345,0
914821,0
408873,0
429283,0
1000648,1
209403,0
456964,1
1030405,1
267855,0
1132835,1
75465,1
1055069,0
461687,0
138234,1
314232,1
541036,0
33358,0
1069005,1
524003,0
14229,1
945531,1
135723,1
996701,1
565800,0
767757,0
209419,1
188592,0
243950,1
982444,0
1035478,1
392872,1
89772,1
615073,0
953146,1
60152,0
22672,0
774852,0
263982,1
862870,0
307415,1
635487,1
330048,1
1083793,0
307989,1
324790,0
181491,0
724897,0
384119,0
1161428,1
300714,0
909081,1
101916,0
453092,0
179494,1
75108,1
1086237,0
262737,0
208246,1
387996,1
1208882,1
1181218,1
604768,0
600008,1
1078379,0
357387,0
806506,1
77962,1
88897,1
234288,1
922246,1
1242246,0
64906,1
603375,0
351537,0
898465,0
541988,1
1262880,1
923343,1
330212,1
98808,0
175990,0
430450,0
1196072,1
652130,1
122104,0
202349,0
490635,0
355523,1
482188,0
1166321,1
640503,0
403317,0
568412,1
441324,0
36019,1
631821,1
748995,0
38903,1
19490,0
806212,1
279654,1
475091,1
51276,1
199219,1
569700,0
196517,0
1177694,0
335187,0
126076,1
1106865,0
1056588,1
488699,1
426995,0
354215,0
573838,1
325197,0
1110614,0
153658,1
353159,0
1166387,1
139733,0
259820,1
481926,0
83830,1
1133182,1
1275568,1
284063,1
230362,1
56359,1
776502,1
921723,1
149759,1
522383,1
945394,1
715472,1
53951,1
517613,1
952213,0
1247883,0
902669,0
216569,0
930816,1
228959,0
178051,1
774924,0
1294301,0
656263,0
445153,1
180729,1
28492,0
1295149,1
1033282,0
295286,0
1194694,0
985985,0
138411,1
1078484,1
967208,1
350694,0
1014927,0
389704,1
1070800,1
163820,1
1198836,0
192272,1
871053,0
900447,1
1219306,1
1056175,0
23185,0
657904,0
247403,0
529955,0
625374,1
1052237,1
280025,1
834300,1
403249,1
995756,1
626631,0
43548,1
179359,1
372743,1
333441,0
1206847,0
465648,0
125721,0
494035,1
284129,0
74210,1
30276,1
538288,1
361100,0
1277885,1
111933,0
701969,1
415586,1
562699,0
239913,0
541113,0
325574,0
113141,0
525118,0
776706,1
910133,0
1283329,1
551722,0
80997,0
373260,1
1290366,1
935917,0
402489,1
1205831,1
130459,1
1219015,1
314456,0
328733,1
386097,1
225522,0
530685,0
1187784,0
955104,1
697714,0
588304,1
293570,1
1250622,1
1046474,1
289781,1
297334,0
639161,1
715430,1
442082,0
816816,0
80279,1
752198,0
423983,0
481873,0
540640,0
362152,0
1139729,0
85897,1
94094,0
999541,0
471255,1
783741,1
1021961,0
100432,1
119734,0
21491,1
1258517,1
178697,0
1071009,1
40244,0
133518,1
136058,0
972879,1
532835,0
1295733,1
306516,1
21495,1
932558,0
515011,1
726165,0
179830,1
121327,0
272006,0
266662,0
52459,1
324812,1
94641,1
193317,0
282410,1
20627,1
844016,0
838556,0
76957,0
215213,1
491477,1
1165111,0
396898,1
521933,0
1205614,1
242615,0
468777,1
630364,1
1230785,1
349534,0
1062375,0
91669,1
963519,1
541788,1
548358,0
108539,0
834250,1
802495,1
33633,1
689457,1
554355,1
538082,1
771393,1
294687,1
462915,0
141042,0
283689,1
1186663,1
292471,0
315002,0
261941,0
726505,0
300716,0
160036,0
1283286,1
1072650,1
806590,1
533427,0
160665,1
778305,1
493346,0
604036,1
608686,0
1019561,1
29099,1
314932,0
217171,0
1067452,1
111442,0
306123,1
692136,1
264903,0
204475,0
397621,0
352310,0
1286777,1
1259698,0
74946,0
294905,1
399880,0
534179,1
395884,1
661865,0
534503,1
175020,0
127710,0
130013,1
1113814,1
845731,0
64564,1
471512,0
522268,1
535577,0
575743,0
993311,0
1293171,1
788246,0
15688,0
97799,0
419578,1
986407,0
359429,1
463887,0
730188,0
452131,0
470603,0
148043,1
270583,0
78505,1
314605,1
92543,0
65920,1
189655,1
244604,0
529068,1
73056,0
942846,1
304350,1
173841,0
1066110,0
55483,1
1228887,1
1259302,1
1199830,1
6110,1
113300,1
665465,1
1158319,1
973755,1
1168057,1
952755,1
733239,0
729589,0
135622,1
425170,1
114641,0
1084560,0
454294,0
48001,1
478089,0
742549,0
213082,0
933184,1
237789,1
526419,0
1242997,0
188611,1
477217,0
373526,1
2472,1
415476,1
91957,0
233400,1
940975,1
1176450,0
365850,1
1203157,1
1278393,1
1036868,1
732107,0
766247,0
676286,1
598246,1
54169,1
228795,0
1225315,0
1014856,1
62735,1
367639,0
704810,0
466022,0
478198,0
27714,0
824078,0
266419,1
515532,0
1100851,1
341779,1
74622,0
1129685,1
776858,0
617915,0
561197,0
468256,0
244650,1
337881,0
198071,0
1199799,0
137758,1
135654,1
243147,1
1200752,0
107651,0
1225999,0
119926,1
1118329,0
595239,0
437640,0
144876,1
738033,1
188543,1
532861,0
404697,0
704241,0
1275766,1
1054874,1
408630,0
392751,1
1148864,1
258893,0
44207,0
287102,1
398413,0
616074,1
1116818,1
436496,0
122149,1
354011,1
640469,1
896381,1
180938,1
292187,0
437747,0
488648,1
784269,1
211400,0
26414,1
429650,0
55550,0
20390,0
180460,0
1195511,0
722838,0
26219,1
545202,0
239634,1
95007,0
1019756,0
427408,0
375347,1
741944,0
233321,1
346530,1
173105,1
1205377,0
1163024,1
921677,1
32452,0
764280,0
774894,1
113423,1
706715,0
1110905,1
282315,1
374259,0
641458,1
841529,0
873359,1
438059,1
52472,1
23420,0
95582,1
291615,0
258241,1
716906,1
1026442,0
67336,0
26300,1
608903,0
113304,0
423549,1
148536,0
387625,1
290241,0
1241179,0
1047089,1
1002708,1
261355,0
979115,1
544647,0
1095474,0
89757,1
313732,0
470279,0
118761,1
815883,0
1102058,0
82180,0
120684,0
993800,0
211190,1
1290670,1
531473,1
452003,0
642944,0
269725,0
117281,0
52626,1
1070903,1
1226968,1
35974,0
1182164,0
143840,0
800698,0
373549,0
574911,0
981643,0
416017,1
1290504,1
93728,1
1784,1
40372,0
131562,1
41614,0
156727,0
1232812,0
906912,0
448216,0
1241099,0
926448,0
123577,0
1180227,0
1129797,1
472378,0
330173,1
469858,0
1052858,1
391585,0
713163,1
380311,1
600419,0
1290413,1
184781,0
1178477,1
643519,0
409818,1
1123519,1
694886,0
112092,0
109986,1
396392,1
756940,1
566156,0
323669,0
765039,1
276243,1
789925,1
346030,1
51321,0
641324,1
843022,0
980034,1
375776,0
555634,0
391235,1
1259320,1
145467,0
29501,0
699486,1
279644,1
371808,1
33635,0
396162,0
748244,0
987275,0
281101,0
240721,1
981583,1
99296,1
1074446,0
965020,1
893393,1
830532,1
368125,0
625382,1
269702,0
331876,0
1202397,1
795969,1
1113994,1
1171575,0
531133,1
871345,0
66179,0
834004,1
387443,1
1038974,1
111164,0
474925,1
315508,0
146395,1
97979,0
151493,1
408972,0
1290403,1
1141963,0
285459,1
17319,0
1012800,1
1270495,0
1065770,1
105537,0
154123,1
295426,0
396548,0
301180,1
38266,1
123449,0
1062508,1
292347,1
981412,1
476957,0
298434,1
1047521,1
953282,1
869889,1
617976,1
534130,1
715324,1
355564,1
51047,1
221683,1
103461,0
434387,0
1103783,1
649637,1
72879,0
38165,1
277995,0
361131,0
146269,1
101710,0
415698,1
680526,0
633315,0
304533,0
114582,0
353178,0
1262151,0
1097147,1
931578,0
616267,0
241503,1
417010,1
796007,1
1085455,0
62150,1
1222991,1
1069334,1
1117854,0
405115,1
199446,0
206499,0
205891,0
1215783,1
198114,0
256104,0
399308,0
425513,0
910487,0
1266767,0
889989,0
95122,1
288348,0
673343,1
1168287,1
542135,0
105170,1
355852,1
294271,1
90729,0
449411,1
188473,1
448641,0
15422,0
646000,1
622765,1
985583,0
729167,1
135407,0
185348,1
1008726,0
659986,0
42422,1
1005149,1
471866,1
979269,1
1222909,1
1097426,1
173281,1
394672,0
696641,0
340641,1
590575,1
301415,1
762460,1
713362,1
48436,0
151485,1
93511,1
167571,1
178735,0
1013303,0
15091,0
231836,1
425118,1
474614,1
444833,0
386154,0
507397,0
406942,0
765500,0
428502,0
118840,1
74311,1
863413,0
514956,1
1266697,1
778235,1
1135667,0
432216,1
311726,1
26194,1
81563,1
1070851,1
74434,1
193427,0
297716,1
21831,1
403716,0
240427,0
126097,1
380168,0
313485,0
561938,0
81341,1
478334,0
666428,0
1237668,0
23951,1
1202659,0
555116,0
41719,1
55491,1
570816,1
8889,0
348147,0
1259737,0
1292747,1
475236,0
316505,0
554526,0
1216536,0
322099,0
695879,0
11666,1
242240,0
13481,1
802842,1
924696,1
350468,0
165968,0
890226,1
190933,0
388374,1
22936,0
102881,0
64615,1
1136813,0
1069796,1
80341,1
570651,1
873089,0
1049257,1
44254,0
190587,1
1047926,0
999018,0
996394,0
33275,0
495826,0
59468,0
498267,0
52685,1
51374,1
760824,1
527845,0
397598,0
572712,0
277697,0
1192967,1
1020353,0
106735,1
511600,0
392655,1
173247,1
1068939,1
1162010,0
1255600,1
1009952,1
206970,0
642068,0
172868,1
237627,1
971827,1
160567,1
101773,1
239711,1
476856,0
776516,1
808742,0
1248997,1
716403,0
602988,0
543803,0
1280670,1
783622,1
77956,0
834159,1
24379,1
97473,0
94947,0
321688,0
16419,0
1143389,0
382689,0
204728,0
363941,1
713977,1
1059862,1
349146,0
1154384,0
26272,0
1131392,1
1144696,0
82151,0
441072,1
349744,0
990803,0
990802,1
1016041,0
220486,0
16975,0
133465,1
583854,0
258650,0
466965,1
209208,1
156065,0
1052921,1
93621,1
500140,0
1235515,1
311854,1
650096,0
1236506,0
224548,1
263044,0
1273808,0
393194,0
485171,0
168609,1
896516,0
452307,0
1178508,1
151551,0
120593,0
435403,0
247249,0
820865,0
1259040,1
391951,1
118262,1
286852,1
731098,1
1163262,0
468152,1
110855,0
797514,0
608050,0
107013,0
930841,1
71698,1
771716,1
1211066,0
534136,1
405613,0
489596,1
862096,1
240024,1
1134591,0
396832,0
246818,1
566051,1
601676,1
1040631,1
633729,1
52392,1
1000885,1
128326,1
149947,1
885239,1
1093348,0
1030663,0
64647,1
814934,1
344461,0
1192646,0
1051387,1
947833,0
281730,0
456109,1
701741,1
91736,0
795016,0
1122441,0
468968,1
676652,0
297889,1
772965,1
119365,0
300813,0
560868,0
1166550,1
1124332,1
370377,1
149699,1
465425,0
995139,0
396005,1
128912,1
981372,1
138020,0
1005142,1
1248642,1
938011,1
1011479,0
1273085,0
696200,0
474741,1
66013,0
148241,0
301600,1
599967,0
1041892,1
415550,0
772579,1
803867,0
1171134,0
703362,0
38779,1
26397,1
553293,0
1187313,1
60658,0
476553,0
926595,0
1263842,0
1182537,0
471258,0
1237697,0
719164,0
875443,0
1168136,1
955124,1
365378,1
1205460,0
932425,1
295331,0
599941,1
229018,1
271163,0
1228690,1
52458,1
318328,0
193833,0
16768,0
434900,0
272808,1
681484,1
388332,1
469171,1
242414,1
329986,1
54054,0
134322,0
863483,0
259125,0
381772,0
399988,1
149820,0
284279,0
956236,0
544416,0
642158,0
231526,1
271339,1
897398,1
83800,1
1255518,1
498554,0
587481,0
1024823,0
1080117,1
709776,1
114654,1
297330,1
309480,0
1087550,0
1137893,0
1228126,0
468984,0
1069945,0
403254,1
558176,1
990794,1
159902,0
511374,1
599283,0
654827,1
474696,1
258150,1
1222763,1
665452,1
961336,0
209536,1
252488,0
188635,0
30438,1
683216,1
799653,0
491332,1
704471,0
289555,0
132371,1
772459,0
321676,1
511675,1
274926,0
407019,0
97832,0
599094,1
727254,1
367199,0
327755,1
276281,1
1129835,1
90789,0
1295315,1
1131211,1
663524,1
420769,0
604044,1
1028304,0
957748,1
1293987,0
129233,1
56083,1
449255,0
136278,0
344721,0
1185021,0
715396,1
236148,1
284937,0
685849,1
1166279,1
598092,0
526349,1
1211152,0
63281,1
573841,1
407457,1
971714,1
202384,0
799853,0
168672,1
344583,1
498306,0
969480,1
198971,0
287050,1
95620,1
145304,1
1233830,0
338205,1
86298,0
30668,0
581028,0
799958,0
418117,0
522453,1
995555,1
429724,1
26780,1
1147169,1
436832,0
407912,0
354117,1
218136,1
63955,0
667785,0
221700,0
1198518,0
114931,0
499719,1
1012734,1
491387,0
1042368,1
90510,0
1023553,1
187307,0
85859,0
716797,0
767373,0
348890,0
302912,0
288598,1
307062,0
557324,1
162190,1
1059393,1
1176369,1
719975,0
607598,0
596673,0
549727,0
338344,1
72624,0
421290,1
1060565,0
45769,1
1139249,0
1214973,0
403193,1
321377,1
221271,1
21693,1
670054,1
981573,1
1013082,1
1159257,0
218647,1
610899,0
213398,1
307849,1
874538,0
15613,0
1072021,0
328192,1
309081,0
116089,0
93677,1
598732,1
192525,1
115822,0
78434,1
96022,0
1288393,1
1056913,1
278103,1
106099,1
830679,0
109514,1
675958,0
762089,0
400197,1
264580,0
292725,0
426415,0
83721,0
1249282,1
799194,1
1140679,1
282052,0
924578,1
397641,1
235243,0
208909,0
127645,0
1189426,0
462098,0
163694,1
667292,0
463217,0
1100959,1
508755,0
286840,1
517104,0
1286047,1
138428,1
82387,1
630133,1
137964,1
556545,0
890298,1
744667,1
617947,1
771283,1
865487,0
1282490,1
280194,1
954640,0
1039245,0
157624,1
52579,1
933689,1
351419,0
67397,0
992864,1
952988,1
1029068,1
308053,1
326764,1
127997,0
1056627,0
1160552,0
743063,1
561775,0
860297,0
584005,0
41948,1
683245,0
561561,0
269380,1
1038342,0
65082,1
408168,0
179419,1
350057,1
130454,1
547060,0
381542,1
295559,1
201511,0
1059426,1
1217083,0
135418,0
1047538,0
983596,1
40716,1
160601,1
251918,0
37918,0
128931,1
1089224,0
206404,0
612529,1
701052,0
1100800,1
995409,0
1092356,0
269493,1
215455,1
1170786,1
52578,1
454466,0
95928,1
421001,0
1080710,0
388458,0
672296,0
227269,1
1248772,0
893462,0
28214,1
1015068,0
314113,1
617819,1
342170,1
1166508,0
1211878,1
387605,1
95593,1
784347,1
227811,1
75372,1
50722,1
604897,1
311805,1
1220254,0
130144,0
813072,0
435916,0
242388,1
1123266,1
981314,1
742748,0
869326,0
78064,0
619780,1
335940,0
244011,1
682941,0
448840,1
243187,1
32680,0
63635,1
662057,1
1095197,0
975572,1
201816,1
321907,0
136481,1
241450,1
82020,1
419646,0
212297,0
832948,0
1134258,1
737008,1
27650,1
38028,1
255473,1
670086,1
160691,1
131222,0
177638,0
999469,1
133861,1
136138,1
236886,0
884564,0
95815,1
900126,0
961284,0
570936,1
345324,0
404842,1
567294,0
146515,0
263633,0
927613,0
242340,0
910816,0
406277,0
716357,0
940978,1
114263,0
1150552,1
433624,1
721036,1
326973,0
25973,0
71528,0
1258471,1
30254,1
551605,0
378167,1
1178489,1
647898,1
969277,0
121451,1
100995,0
271515,1
681439,1
1191857,0
627761,0
75999,0
1013837,0
513485,0
521323,0
170043,1
427097,0
599960,1
1290656,0
290381,1
194930,1
1184244,1
1230840,1
180359,0
213218,0
685839,1
26424,1
530888,1
313233,0
199963,1
1286426,1
1001588,0
979440,1
548472,0
43654,0
1272975,0
927641,1
276581,1
686251,1
1295194,1
330010,1
198936,0
69086,0
1038908,1
188814,1
557910,0
631102,0
670325,1
681758,0
402491,0
534910,0
1176704,0
1176874,1
152226,0
277182,0
345400,0
115495,0
685754,1
59141,1
790800,0
289255,1
441426,1
429853,1
779075,1
869413,1
262784,1
654711,1
65853,1
1015070,0
899829,0
31798,1
545159,0
93626,1
1110936,1
203442,0
604370,0
481065,0
682957,1
297524,1
927580,1
425036,0
776435,1
311631,1
1025434,0
1290720,1
135749,1
88726,1
83687,0
872619,1
298378,1
1049546,1
1194414,1
685499,0
1210441,1
36611,1
305009,0
863902,0
112806,1
64536,1
793784,1
692707,0
65071,0
296141,1
1003992,0
453547,0
1027607,1
230942,0
333664,1
1278651,0
62070,1
1233116,1
1107278,0
343667,1
473648,0
339823,0
645922,1
240265,0
297697,0
979047,1
122546,0
148025,0
1260464,0
893230,1
492158,1
711565,1
131610,1
265219,1
66095,1
870727,0
1091303,0
293937,0
581302,0
218579,0
397066,1
429780,1
772912,1
433854,0
250853,0
305611,0
1246756,1
162328,0
167248,0
901997,0
978565,1
1065209,1
538218,0
746806,1
547283,0
929758,1
1254291,0
673024,1
653886,0
81861,1
39869,0
405774,1
672004,1
180177,0
28885,1
1105074,0
287083,1
408685,0
275765,1
1290695,1
922047,1
881106,0
309435,0
1000312,0
391172,0
1037337,0
13623,0
221074,0
501019,0
693854,1
132108,0
852861,1
1012828,1
646499,1
100727,0
484044,0
274154,1
416921,0
215232,0
799409,1
379500,0
975617,1
329979,0
299171,0
979403,1
252084,0
45891,0
995464,1
420050,0
1261470,0
1192955,1
774857,1
204807,1
377621,0
193390,0
135750,1
560409,0
328735,1
279878,1
485393,1
151098,1
1145407,0
328235,1
1022107,1
805534,0
30249,1
259828,1
709594,0
56227,0
656979,1
1095426,0
276770,1
296245,0
399167,0
522723,0
297358,1
456239,1
376662,1
22467,1
124921,0
1282677,1
1162993,1
1295274,1
503265,0
325873,1
55060,0
681554,1
1145377,1
1100807,0
683171,0
969465,1
1186637,1
1177481,1
938066,1
524495,0
795910,1
31629,1
1231179,1
149853,1
485138,0
266261,0
927884,0
400002,1
343555,1
447613,0
783901,0
1096678,0
581466,1
91676,0
236567,1
641385,0
884533,1
1271740,0
1222954,0
95670,1
26498,1
1292834,1
161507,1
19739,1
1042785,1
149260,1
333570,1
322073,0
19085,1
124612,1
712625,0
716427,1
1033723,1
29657,1
814381,0
309518,0
1044067,0
98701,0
938228,1
725302,0
51866,0
1076593,0
113759,0
542093,0
861648,0
266366,1
126020,1
1070856,0
1256690,0
214729,0
529198,0
1180427,1
1027884,1
397654,0
1005944,0
237146,1
12710,0
966342,0
1277194,0
1179174,1
606051,0
1194487,0
931694,0
992442,0
522339,1
245895,1
141608,1
106628,1
190829,1
412073,0
1107501,1
1217257,0
101608,1
1096312,0
95709,1
452022,0
143353,0
71981,1
695683,0
1100879,1
243125,1
327456,1
1245648,0
1115736,0
1046981,0
1277325,0
7611,1
667434,1
448856,0
1227268,1
57234,0
725702,1
478682,1
670483,1
405047,1
869069,1
878148,0
221903,1
1293097,1
918600,0
1094505,1
694540,1
518215,1
1234639,0
87951,0
115753,1
976925,1
483698,0
635600,0
673054,1
1282854,0
1199983,1
540802,0
151763,1
538483,1
534658,0
1136110,0
366077,0
98055,1
409142,0
1142477,1
542173,0
349069,1
466989,0
983075,0
653559,0
457045,1
459184,1
834105,1
1164712,0
1033824,1
539157,0
240160,0
233473,1
759080,1
1043483,0
192875,0
420805,0
369450,0
449753,0
229100,1
19705,1
276198,1
16766,0
1233033,1
167440,0
1233159,0
242997,1
799461,1
71260,0
135787,1
865693,1
1180155,1
1023443,1
464493,1
14405,1
326961,1
1123229,1
215365,1
258413,1
778232,1
461686,0
63143,0
213709,0
79483,0
917933,0
101946,1
30628,0
180625,1
1023355,1
215405,1
311628,1
132277,0
760910,0
1068975,1
357473,1
57631,0
1112095,1
999467,1
475169,1
971719,0
75241,0
1125156,0
303320,0
1286878,1
884836,0
195482,1
693715,0
979031,1
33416,0
433052,0
98451,1
1047777,0
153405,0
4088,0
464505,1
110076,1
400252,0
1179225,1
732435,0
759571,0
61155,0
811834,0
386851,0
886394,0
5574,0
193782,1
518370,1
1127798,0
350869,1
90715,0
268299,1
479870,1
116892,0
45609,0
445599,0
474556,1
945167,0
557714,1
18349,1
118008,1
1259261,0
231123,1
392004,0
909580,0
25265,1
124955,0
283422,1
283732,1
215007,0
402056,0
723868,0
133229,0
26066,0
311514,1
435960,1
290391,1
682759,1
130691,1
47434,1
1228711,0
75724,0
74243,1
750454,0
357702,1
83685,1
338366,0
1035529,0
499047,0
477393,0
521851,0
707373,0
859744,1
182266,0
534836,1
12598,0
83666,0
670176,1
979906,0
407483,1
1286088,0
432006,1
425205,1
225652,1
97575,0
64425,1
344052,0
1155220,0
923316,0
551048,1
1005517,1
224153,1
274526,1
1136911,0
534251,1
131905,0
1178432,1
376795,1
204242,1
160423,0
133781,1
440000,0
259969,1
415547,1
1094871,1
14064,1
715315,1
420125,0
1170740,1
45885,1
415071,0
940075,1
291714,1
127890,0
708730,0
458950,1
683316,1
979019,0
141427,0
929140,1
100517,1
708270,1
351029,1
606617,0
606205,1
1171170,1
654076,1
97938,1
1216124,0
880298,0
173928,0
1225152,0
101344,0
853088,1
76820,0
75479,1
1204000,0
406045,0
939431,1
307439,1
463272,0
150445,0
369572,0
1245993,0
834388,1
955939,0
205865,1
81950,1
663641,1
1107574,0
1264473,0
1213862,1
252257,1
719202,0
402422,1
1207756,0
144286,0
618986,0
101630,0
344925,1
921591,1
114547,1
180833,0
43316,0
1139139,1
746116,0
333989,0
224720,0
374254,0
470302,0
135977,1
269885,0
197547,1
55792,0
545472,0
360546,1
1295666,1
817365,0
100591,1
36329,1
400154,0
816903,0
18487,1
678439,0
75510,0
19701,0
300494,0
38097,0
945601,1
1197905,1
488786,1
1083442,1
220934,0
859830,0
553793,0
305209,1
237467,0
81751,0
99319,1
632785,0
121750,1
1067299,1
1052286,1
1287007,1
518947,0
961085,0
75110,0
412349,0
281894,0
213718,0
1060456,0
441315,1
360477,1
266497,0
27809,1
118079,1
606302,1
446936,0
813216,0
14270,1
441001,1
391793,0
1134655,1
1220290,0
441588,1
771536,1
63284,1
509767,0
1085846,0
177279,0
291704,1
46383,0
954429,0
440165,0
783630,1
1025022,1
638289,1
1186492,1
1002326,0
271139,1
635559,0
295818,1
285024,0
428902,1
957820,1
302265,0
160295,1
1162119,0
1176497,0
390836,0
989266,0
353742,1
358639,0
138781,0
790476,1
221429,1
401148,0
93556,1
334446,0
1210556,1
189501,1
1168165,1
650344,0
1263083,0
213005,1
1059345,1
646312,1
285522,1
372385,1
1205139,0
670151,1
167580,0
1240133,0
1215762,1
641397,0
543273,0
1054816,1
695278,0
92845,1
122675,0
182420,0
675758,1
871237,1
147959,0
166498,0
1024841,1
585016,0
521669,0
241370,1
26615,1
893650,0
327508,0
1013444,0
62378,1
504856,0
666851,1
1051192,0
134628,1
1180919,0
31519,1
212922,1
577509,0
1049487,1
274420,1
503520,0
796314,1
717972,1
1164621,1
644370,1
100720,1
1279498,1
432093,0
9335,0
1288580,1
468165,0
1096882,0
208262,1
10177,0
245700,0
195927,0
1054357,0
683247,1
722718,0
275972,1
15453,1
263253,1
166863,0
11572,0
419788,0
1262640,1
565232,0
407498,1
377896,0
425292,0
338048,1
359475,1
1246975,1
457136,1
378227,0
890489,1
474453,1
985828,0
153228,1
634497,0
1023620,1
326812,1
167041,0
817396,0
656628,0
982801,0
224805,0
148495,0
64649,1
1158399,0
356491,0
538662,0
591167,0
13806,1
911921,0
815309,1
270227,0
625718,1
245841,0
18602,1
93834,0
400366,0
362773,0
701872,1
1266836,1
1223782,0
118085,0
1210379,1
452192,0
344725,1
1091357,1
1239937,0
54193,0
295805,0
128913,0
128858,1
1280114,0
424854,0
573029,1
211150,0
939478,1
371943,1
713717,1
103146,0
975918,0
343823,1
453728,1
116449,1
121371,0
1164803,1
712305,0
135785,1
999553,1
246616,0
277952,1
169030,0
1182033,1
485405,1
1161208,1
573679,1
59231,1
21926,1
155944,0
1064668,0
1008170,0
346223,1
894797,0
675266,1
1134775,1
775051,1
1230857,0
1158166,1
263967,0
993609,0
469543,0
1140540,0
252784,1
884127,1
854060,1
1249500,0
593122,0
131478,1
1023259,1
473378,1
938129,1
1070358,1
190051,0
288488,0
1211601,0
133977,1
534804,1
715779,0
573743,1
1185056,0
529438,0
42059,0
986532,0
503606,0
1096149,1
1003523,0
1170876,0
1288605,1
11780,1
1191383,0
372505,0
909648,0
1026714,0
110202,1
585287,0
870182,0
371964,1
220933,1
87053,0
815199,1
330355,1
239817,1
159240,0
387900,1
1007103,0
1262688,1
892300,0
325721,1
1210507,1
445238,0
545447,0
727319,1
1058878,0
436487,1
1017219,1
951186,0
594876,0
1269024,0
266436,1
136025,1
436378,0
748810,0
341885,0
764023,1
451942,0
366350,0
258234,1
665562,1
498075,0
495907,0
464545,0
122055,0
814315,0
1284929,0
85854,1
1123402,0
233106,0
98743,0
522213,1
568127,1
355659,0
462378,1
371699,0
209569,1
31306,0
182964,0
890705,1
1066992,0
513330,0
568397,1
170481,1
761716,0
230825,1
657223,1
220342,0
645937,1
23368,0
303515,0
432053,1
386082,1
121186,0
662144,0
212940,1
412477,1
236634,1
768631,1
486944,0
463337,0
888263,0
1055990,0
1161467,1
590617,1
169016,0
386801,0
19720,1
334743,0
356201,0
253852,0
1210313,1
730843,0
113888,0
1079874,0
492150,0
739920,0
10341,0
118222,1
94561,0
223888,1
52471,1
1176752,1
1046896,0
89879,1
573606,1
343702,1
41887,1
74159,1
501950,0
230174,0
91524,1
1232678,0
158870,0
141858,0
192564,1
481449,0
136086,1
845884,1
321403,0
312718,0
1006730,0
31574,1
326719,0
1092458,0
59678,0
995870,0
709743,1
1021938,1
1062877,1
957455,1
524156,1
265155,1
93957,1
670437,1
341662,0
482308,1
138025,0
33368,1
261451,0
380085,1
503468,0
274454,0
482669,1
1136948,0
783520,1
1139753,1
438086,0
221125,0
603724,1
477169,0
108080,0
834224,1
329285,0
1039709,0
1023750,0
477714,0
586142,1
30650,1
89798,1
1018578,0
467621,0
33871,1
1027606,1
353143,0
1057281,0
1257682,1
1233331,0
1160058,0
762767,1
372550,0
197295,0
464060,0
425459,1
1105188,0
295567,0
542013,0
